Date,ppt (inches),tmin (degrees F),tmean (degrees F),tmax (degrees F),tdmean (degrees F),vpdmin (hPa),vpdmax (hPa)
3/11/08,1.11,49.5,52.7,56,49.9,0.54,2.48
3/12/08,0,36.9,51.2,65.5,42.5,0.34,13.15
3/13/08,0,37.6,56.6,75.6,41.2,0.22,22.83
3/14/08,0,48.6,61,73.5,57.8,0.56,13.65
3/15/08,0,59.2,72.6,85.9,60.5,0.46,25.5
3/16/08,0,51.6,66.3,81,47.5,1.31,26.49
3/17/08,0,51.7,65.2,78.7,48.2,2.21,23.76
3/18/08,0,62.9,73.2,83.4,65,2.48,18.11
3/19/08,0.44,50,64.2,78.4,60.9,0.53,11.54
3/20/08,0,34.9,50.4,65.9,37.9,0.46,14.83
3/21/08,0,34.8,54.4,73.9,37.2,0.4,22.24
3/22/08,0,40.7,57.1,73.4,46.8,0.53,16.98
3/23/08,0,45.1,60.9,76.7,38.8,0.54,22.97
3/24/08,0,36.6,51.4,66.1,32.6,2.22,14.91
3/25/08,0,37,50.9,64.9,30.5,1.2,16.59
3/26/08,0,43,58.1,73.2,48.5,0.8,16.98
3/27/08,0,57,67.6,78.2,58.4,1.02,16.34
3/28/08,0,62.6,72.3,82.1,58.9,1.47,21.58
3/29/08,0.02,61.8,69.9,77.9,61.6,0.97,13.73
3/30/08,0.22,63,73,82.9,63.2,1.16,20.39
3/31/08,0.48,65.5,71.1,76.8,65.7,1.23,9.35
4/1/08,0,66.3,74.3,82.2,65.5,1.3,18.94
4/2/08,0,58.9,71.5,84.1,60.4,1.05,18.61
4/3/08,0,58.9,66.1,73.2,59.8,1.06,9.38
4/4/08,0,66.1,74.3,82.5,65.6,1.25,17.06
4/5/08,1.68,52.8,62.4,72,52.6,0.95,4.64
4/6/08,0,45.3,57.9,70.4,46.9,0.43,16.14
4/7/08,0,46.6,62.8,79,52.5,0.3,21.14
4/8/08,0,53.8,68.2,82.5,58.9,0.51,21.27
4/9/08,0,64.9,74,83,64.2,0.98,19.23
4/10/08,0,67.3,74.7,82.1,66.3,1.86,17.01
4/11/08,0.2,59.9,68.3,76.6,61.7,1.05,12.76
4/12/08,0,44.5,60.6,76.8,44.1,1.1,22.01
4/13/08,0,40.6,55.5,70.5,37.7,0.53,18.73
4/14/08,0,33.9,50.3,66.7,32.8,0.56,16.28
4/15/08,0,34.1,50.1,66.1,32.1,0.37,16.84
4/16/08,0,37.1,54.7,72.2,38.6,0.74,19.82
4/17/08,0,46.2,61.5,76.7,51.4,0.88,18.81
4/18/08,0.84,55,67.2,79.4,57.2,1.28,18.35
4/19/08,0,41.6,56.2,70.8,42.2,0.55,18.09
4/20/08,0,43.4,62.2,81,47.5,0.46,25.86
4/21/08,0,49.4,64.1,78.7,55.7,0.89,19.99
4/22/08,0,65.9,75.1,84.4,67.1,0.95,18.12
4/23/08,0.06,67.7,76.4,85.1,68.9,1.04,16.35
4/24/08,0.08,67.3,76.4,85.5,66.7,1.54,19.93
4/25/08,0,68.8,76.1,83.4,63.5,2.61,19.89
4/26/08,0,64.1,73.7,83.2,63.7,2.54,19.26
4/27/08,0,62.4,70.4,78.5,61.2,0.95,13.9
4/28/08,0,44.8,57.4,69.9,50.9,0.81,9.26
4/29/08,0,43.3,58.2,73.1,42.2,0.83,19.63
4/30/08,0,44.1,62.4,80.8,45.3,0.73,26.98
5/1/08,0,54.1,68,81.9,56.4,1.62,23.6
5/2/08,0.01,68.2,75.4,82.5,65.6,3.95,17.48
5/3/08,0.08,53.9,69.2,84.5,61.4,0.71,19.64
5/4/08,0,46.2,59.4,72.6,44.9,0.65,16.92
5/5/08,0,49.2,65,80.9,51,1.49,25.17
5/6/08,0.15,54.9,60.6,66.3,56.1,0.65,6.99
5/7/08,0,55.7,67.4,79.2,63.3,0.67,11.65
5/8/08,0.71,64.1,73.3,82.4,64.3,1.52,17.26
5/9/08,0,60,71.5,82.9,60.4,0.9,20.22
5/10/08,0,67.2,79.6,92,67,1.28,31.16
5/11/08,0.25,61.7,73.2,84.7,67.5,1.38,14.96
5/12/08,0,45.6,61.2,76.8,43.8,1,22.36
5/13/08,0,47.5,63.6,79.8,51.3,1.09,23.58
5/14/08,0.7,67.6,74.9,82.1,69.7,1.82,10.57
5/15/08,2.69,63,69.6,76.1,66.3,0.23,7.51
5/16/08,0,58.2,67.6,77,61.3,0.77,10.4
5/17/08,0,49.6,62.2,74.8,52.4,0.15,18.23
5/18/08,0.03,50.8,62.8,74.8,56.2,0,14.87
5/19/08,0,54.9,70.5,86,57.7,0.17,25.98
5/20/08,0,60.9,76.3,91.8,60,0.61,35.25
5/21/08,0,67.5,80,92.5,67.4,1.64,30.02
5/22/08,0,70.1,80,90,69.8,0.77,23.63
5/23/08,0,72.2,80.4,88.7,71.4,0.88,19.4
5/24/08,0,73.1,81.5,89.9,73.9,1.22,18.97
5/25/08,0,74.2,81.7,89.3,74.8,0.51,16.77
5/26/08,0.05,71.9,81.9,91.9,72.2,0.35,24.07
5/27/08,0,72.6,82,91.4,71.8,0.56,24.42
5/28/08,0.32,66.8,79.1,91.4,67.7,0.71,25.05
5/29/08,0,66.3,78.6,90.8,69.5,0.22,24.51
5/30/08,0,66.1,77.8,89.6,68.1,0.31,26.17
5/31/08,0,68.4,79.5,90.5,67.4,0.75,26.31
6/1/08,0,71.5,81.1,90.7,67.4,1.82,29.18
6/2/08,0,72.5,82.2,91.8,67.6,2.52,29.54
6/3/08,0,73,83,93.1,69.4,2.33,30.75
6/4/08,0,74.4,83.9,93.5,68.8,3.63,31.52
6/5/08,0,76.5,84.2,91.9,69.9,6.11,27.67
6/6/08,0.05,78.3,85.2,92.1,70.4,7.01,27.34
6/7/08,0.04,77,84.6,92.2,72,4.17,26.98
6/8/08,0.05,76.6,85,93.3,70.7,3.54,29.65
6/9/08,0.01,74.8,84.9,95,69.6,3.54,34.48
6/10/08,0.96,74.2,84.1,94,68.4,1.93,33.84
6/11/08,1.5,66.6,74.6,82.5,67.1,0.68,15.61
6/12/08,0,68,79.9,91.7,68.4,0.35,29.66
6/13/08,0.01,70.6,81.4,92.3,69.3,1.19,28.39
6/14/08,0,71.9,82.4,92.9,70,1.87,30.11
6/15/08,0.29,71.7,81,90.4,69.6,1.74,25.82
6/16/08,0,70.3,82.3,94.2,69.6,1.03,32.08
6/17/08,0,70.3,82.4,94.5,68.4,1.84,34.78
6/18/08,0.18,67.1,79.7,92.4,67.2,1.53,27.18
6/19/08,0.19,67,78.9,90.8,68.6,0.79,25.48
6/20/08,0.44,69.5,79.2,88.9,68.3,1.86,22.46
6/21/08,0,70.6,81.3,91.9,68.5,2,28.32
6/22/08,0.04,65,77.3,89.6,66.7,1.03,25.91
6/23/08,0,64.3,78.1,92,62.2,1.25,34.81
6/24/08,0.02,65.4,79.4,93.4,63.9,0.96,37.98
6/25/08,0.83,68.9,79.9,90.9,68.5,1.15,27.6
6/26/08,0.88,68.8,80.8,92.8,67.6,1.47,30.67
6/27/08,0.52,69,80.2,91.3,68.1,1.06,27.09
6/28/08,0,69.2,80.6,91.9,69.4,0.91,28.18
6/29/08,0.25,69.9,81.7,93.5,68.5,2.6,30.75
6/30/08,0.21,69.5,79.6,89.6,68.5,1.65,21.86
7/1/08,0,62.1,75,88,63.9,0.34,26.69
7/2/08,0,62.6,76.5,90.4,62.4,0.08,32.8
7/3/08,0,65.6,79,92.5,65.1,0.4,35.82
7/4/08,0.07,69.5,81.6,93.8,68.5,0.55,33.24
7/5/08,0,67,80.2,93.4,68.6,0.04,32.21
7/6/08,0,67.6,80.7,93.8,68.3,0.09,32.81
7/7/08,0,68.9,81.4,93.9,68.9,0.22,33
7/8/08,0,69.5,82.5,95.4,70,0.52,33.59
7/9/08,0.18,71,83.5,96,70.9,0.92,34.17
7/10/08,0.05,69.5,82.6,95.8,70.7,0.01,36.23
7/11/08,0.06,70.2,82.3,94.5,71.5,0.49,31.5
7/12/08,0,73.5,85.1,96.7,70.6,0.99,36.95
7/13/08,0,72.2,85.4,98.7,69,1.81,42.35
7/14/08,0.28,72.8,84.7,96.7,70.9,0.44,36.52
7/15/08,0.47,70.1,79.2,88.2,72,0.24,16.11
7/16/08,0,71.4,81.5,91.5,71.4,1.11,24.95
7/17/08,0,69.5,82.8,96.1,66.7,1.77,38.18
7/18/08,0,69.1,82.3,95.6,66.3,1.41,37.66
7/19/08,0,69,82.4,95.8,68.1,0.31,36.64
7/20/08,0.03,70.5,82.8,95.1,69.8,0.32,33.85
7/21/08,0,71.7,84.4,97.1,70,1.38,37.75
7/22/08,0,71.8,85.1,98.4,69.3,1.71,40.27
7/23/08,0,72.1,85.4,98.6,70.2,1.38,39.71
7/24/08,0.1,71.8,83.8,95.7,71.9,0.27,32.31
7/25/08,0.05,73.3,81.6,90,73.4,0.51,17.75
7/26/08,0,73.6,84.9,96.2,70.9,0.06,36.98
7/27/08,0,71.6,85.4,99.2,67.5,1.03,46.53
7/28/08,0,67.8,84.4,100.9,62,1.4,53.31
7/29/08,0,68,84.8,101.6,65,0.86,54.81
7/30/08,0,72.1,85.6,99.2,68.3,0.25,44.93
7/31/08,0,73.8,86.3,98.8,70.5,1.54,41.89
8/1/08,0,76,87.7,99.4,70.1,3.72,43.98
8/2/08,0,75.5,88,100.5,68.6,3.85,46.6
8/3/08,0,75.2,89.1,103,68,4.32,51.74
8/4/08,0.84,70.3,86.7,103.1,68.7,1.25,51.38
8/5/08,0,70.8,85,99.3,68,2.2,42.83
8/6/08,0,73.5,79.4,85.2,70.7,1.86,16.03
8/7/08,0,73.2,82.8,92.5,71.5,1.09,28.02
8/8/08,0,72.5,84.5,96.5,69.6,1.09,37.69
8/9/08,0.09,71.7,80.6,89.5,70.9,1.48,22.56
8/10/08,0.24,72.5,82.7,93,71.4,1.38,28.63
8/11/08,0,73.3,84.6,95.9,71.1,1.18,35.06
8/12/08,1.29,76.3,85.7,95.1,71.9,2.3,33.62
8/13/08,1.45,73.1,79.6,86,73.1,1.32,14.65
8/14/08,0,69.7,80.3,91,69.1,0.81,27.35
8/15/08,0,69.3,82,94.8,68,0.61,36.45
8/16/08,0.01,73.3,81.2,89.2,70.7,1.8,22.62
8/17/08,0,70.5,78,85.5,68.9,1.65,16.62
8/18/08,0,71.5,78.9,86.4,68.9,2.8,20.34
8/19/08,0.7,71.6,79.8,88,70.6,1.35,20.3
8/20/08,1.28,71,73.7,76.5,70.7,1.2,4.82
8/21/08,0.15,71.3,77.9,84.4,71.9,0.79,14.42
8/22/08,0.43,74.7,80.3,85.8,73.6,1.56,13.75
8/23/08,0.05,71,81.1,91.3,72.9,0.41,23.89
8/24/08,0.81,70.6,81.3,91.9,70.9,1.11,24.73
8/25/08,0,71.9,81.1,90.3,71.2,1.52,23.08
8/26/08,0.07,70.6,80.1,89.6,71.3,0.89,21.88
8/27/08,0,69.8,80.4,90.9,70.3,0.6,25.81
8/28/08,0.12,71.7,81.9,92.1,72.3,1.09,25.61
8/29/08,0,71.9,82.4,92.9,72.7,0.28,26.73
8/30/08,0.13,71.2,81.2,91.2,72.2,0.73,22.8
8/31/08,0,73.2,82.5,91.8,71.5,2.08,26.15
9/1/08,0,73.5,82.7,92,70.2,2.59,28.02
9/2/08,0.33,74.6,81.5,88.4,71.5,2.32,20.31
9/3/08,0.29,74.5,77.6,80.7,72.4,2.54,6.63
9/4/08,0.01,69.7,73.9,78.1,66.6,2.67,8.89
9/5/08,0,66.5,75,83.5,64.6,1.41,16.92
9/6/08,0,61.5,73.4,85.3,63.7,1.23,20.61
9/7/08,0,62.3,74.2,86,63.1,1.13,23.35
9/8/08,0,63.5,76,88.5,66.1,0.79,24.53
9/9/08,0.14,67.4,77.7,88.1,70.2,0.63,20.09
9/10/08,0.01,71.8,80.6,89.4,71.5,1,21.52
9/11/08,0,72.2,81.8,91.5,72.3,1.08,24.86
9/12/08,2.74,73.6,83.3,92.9,71.1,1.36,27.9
9/13/08,0.72,77.3,83.2,89.1,72.6,3.78,20.38
9/14/08,2.25,74.2,77.3,80.4,74.1,1.53,6.02
9/15/08,0,60,70.6,81.1,64.1,1.49,14.13
9/16/08,0,55,65.4,75.9,53.9,1.16,15.95
9/17/08,0,54.4,65.2,76,54.1,0.71,16.75
9/18/08,0,54.5,66.3,78.2,57,0.54,17.51
9/19/08,0,58.4,68.3,78.3,61,0.61,15.44
9/20/08,0,62.5,73.7,85,62.5,1.04,22.84
9/21/08,0,62.6,74.2,85.7,64.3,0.83,22.49
9/22/08,0,64,75.3,86.7,64.8,0.63,23.37
9/23/08,0,65.6,76.4,87.3,65.5,1.26,23.26
9/24/08,0,65,76.6,88.2,65.5,1.11,24.77
9/25/08,0,60,73.9,87.8,63.4,0.5,25.71
9/26/08,0,59,71.8,84.6,60.3,0.67,24.05
9/27/08,0,53.7,69.9,86.1,55.3,0.24,30.68
9/28/08,0,52.8,69.5,86.1,54.9,0.22,29.9
9/29/08,0,53.3,69.7,86.2,55.2,0.05,30.24
9/30/08,0,56.4,71.5,86.6,57.5,0.74,28.33
10/1/08,0,49.3,67,84.7,56,0.32,24.86
10/2/08,0,48.9,65.1,81.4,50.2,0.41,26.03
10/3/08,0,49,67,84.9,53.7,0.33,28.67
10/4/08,0,52.9,69.5,86.2,58.8,0.07,28.76
10/5/08,0,56.9,71.6,86.3,61.7,0,28.59
10/6/08,0,57.7,71.2,84.7,61.6,0.8,24.8
10/7/08,0.12,68.5,77.5,86.6,69.7,1.22,19.16
10/8/08,0.01,48.5,64.7,80.9,57.3,0.19,18.9
10/9/08,0,45.2,62.4,79.5,47.7,0.29,25.5
10/10/08,0,44.6,62.7,80.8,54.4,0.31,21.38
10/11/08,0,52.5,67.6,82.7,59.1,0.35,21.5
10/12/08,0,55.1,69.3,83.4,61.7,0.03,20.93
10/13/08,0,61.6,72.9,84.2,64.6,0.35,20.48
10/14/08,0,68.5,77,85.5,67.2,1.83,20.57
10/15/08,0,68.7,76.7,84.7,67.8,0.98,19.18
10/16/08,0.74,64.2,73.3,82.4,70.4,0.41,10.71
10/17/08,0,59.6,63,66.4,59.2,0.41,3.96
10/18/08,0,45.4,60.7,76,51,0.47,18.16
10/19/08,0,45,61.6,78.2,49.5,0.34,21.74
10/20/08,0,44.2,60.4,76.7,48.3,0.19,21.01
10/21/08,0,44.3,61.9,79.6,52.5,0.15,20.92
10/22/08,0,46.8,63.3,79.9,52.6,0.32,22.36
10/23/08,0.01,49.8,64.5,79.1,52.9,0.97,17.15
10/24/08,0,34.7,50.7,66.7,39.1,0.27,15.42
10/25/08,0,33.8,54.7,75.5,41.9,0,22.74
10/26/08,0,39.6,59.8,80.1,47.4,0.03,25.35
10/27/08,0,44.5,63.6,82.7,45.7,0.89,26.02
10/28/08,0,27.9,45.5,63.1,23.9,0.08,16.49
10/29/08,0,28.1,46.3,64.4,29.7,0.23,16.92
10/30/08,0,36.9,54,71.1,37.8,0.41,19.57
10/31/08,0,38,58.1,78.1,47.3,0.27,23.1
11/1/08,0,42.9,61,79,53,0.01,20.67
11/2/08,0,50.4,64,77.5,56,0.29,16.28
11/3/08,0,45.6,62.2,78.8,52.3,0,19.38
11/4/08,0,41.9,59.7,77.6,46.5,0.03,22.95
11/5/08,0,42.4,60.7,79,52.1,0.49,22.94
11/6/08,0,63.7,72.8,82,63,1.17,19.58
11/7/08,0,42.3,59.5,76.7,50.8,0.99,19.55
11/8/08,0,36.2,54.2,72.2,32.8,0.66,22.39
11/9/08,0,34.8,55.2,75.6,35.4,0.48,25.46
11/10/08,0.02,37.3,55.6,73.9,37.2,0.54,22.49
11/11/08,0.42,54.2,59.7,65.2,51.4,1.34,10.89
11/12/08,1.74,59,64.5,70.1,57.9,0.37,4.18
11/13/08,0.02,49.1,57.8,66.5,53.3,0.23,7.15
11/14/08,0,50,59.8,69.5,56,0.16,9.06
11/15/08,0,44.9,58.6,72.4,49.9,0.33,10.27
11/16/08,0,28.6,41.8,55.1,28.1,0.36,10.26
11/17/08,0,28.6,44.7,60.9,30.9,0.25,13.29
11/18/08,0,33.8,54.2,74.5,36.9,0.37,23.23
11/19/08,0,33.3,47.7,62.1,34.3,0.47,12.5
11/20/08,0,33.2,52.6,71.9,45.6,0.04,16.48
11/21/08,0,37.7,56.2,74.7,41.7,0.26,16.93
11/22/08,0,30.1,41.3,52.5,22.1,0.88,10
11/23/08,0,34.9,46.5,58,34,2.59,9.68
11/24/08,0.06,50.8,61.4,72.1,57,1.05,10.36
11/25/08,0.13,29.1,50.1,71.1,41.7,0.3,16.33
11/26/08,0,29.7,47.1,64.6,30.8,0.26,15.89
11/27/08,0,33.8,51.7,69.6,49,0.07,14.57
11/28/08,0.02,55.8,63.4,71.1,59.9,0.12,7.69
11/29/08,1.83,54.9,64.4,73.9,58.3,0.29,9.61
11/30/08,0.04,40,49.6,59.2,44.5,0.56,6.16
12/1/08,0,33.9,45.5,57,29.9,0.89,10.73
12/2/08,0,26.2,38.9,51.7,25.2,0.32,8.98
12/3/08,0,27.3,45.3,63.3,37.6,0.58,14.56
12/4/08,0.19,39.7,57.5,75.3,49.8,1.26,11.22
12/5/08,0,31.8,43.1,54.5,23.4,1.74,10.62
12/6/08,0,26.2,38.1,49.9,23.1,0.33,8.71
12/7/08,0,26.2,42.9,59.7,28.2,0.25,12.83
12/8/08,0,31.2,47.5,63.9,34.7,0.34,14.2
12/9/08,0.08,44.8,57.9,71,56.3,0.91,9.8
12/10/08,1.2,32.7,52.1,71.4,45.5,0.58,5.33
12/11/08,0.41,29.5,32,34.5,28.7,0.49,1.52
12/12/08,0.03,26.7,39.6,52.4,25.4,0.29,9.38
12/13/08,0,27.7,45.5,63.2,31.8,0.35,13.82
12/14/08,0,40.9,52.4,63.9,49.9,0.95,8.34
12/15/08,0,44.9,59.6,74.4,59.6,0.28,10.11
12/16/08,0,32.6,40.3,48,34,0.3,2.07
12/17/08,0.02,32.1,36.9,41.6,34.7,0.33,1.4
12/18/08,0.02,40.5,48,55.5,47.3,0.3,1.98
12/19/08,0,53.6,62,70.5,62,0.08,4.05
12/20/08,0,62.9,69.1,75.2,64.1,0.36,8.91
12/21/08,0,35.5,55.3,75.2,48.8,1.06,12.47
12/22/08,0,24.5,36.5,48.5,12.6,2.18,9.19
12/23/08,0,24.7,31.6,38.5,12.3,1.77,4.07
12/24/08,0.08,36.4,52.9,69.4,52.9,0.32,4.87
12/25/08,0.07,46.1,58.5,70.9,44.9,0.97,16.59
12/26/08,0.05,46.2,57.9,69.6,55.2,0,5.61
12/27/08,0.09,68.7,70.8,72.8,66.3,1.62,5.23
12/28/08,0.33,34.8,53.6,72.3,44.3,0.95,9.57
12/29/08,0.06,29.6,39.3,49.1,32.5,0.23,5.82
12/30/08,0,28.7,46.3,63.8,30,0.27,15.96
12/31/08,0,29.6,47.8,66.1,34.9,0.38,15.09
1/1/09,0,30.9,45.7,60.6,26.6,1.16,12.99
1/2/09,0,30.9,47.8,64.7,45.9,0.63,10.95
1/3/09,0,60.7,66.3,71.9,61.6,0.41,8
1/4/09,0,63.3,71,78.8,62.7,0.85,16.17
1/5/09,0.02,41.8,55.9,70.1,44.3,0.81,5.44
1/6/09,0.92,38.6,41,43.4,38.2,0.41,1.41
1/7/09,0.9,30.5,44.1,57.7,36.8,0.18,6.33
1/8/09,0,30.5,48.7,67,30.9,0.77,17.38
1/9/09,0,38,57.3,76.7,40.8,0.45,24.94
1/10/09,0,55.1,65.3,75.5,60.2,0.31,12.47
1/11/09,0,35.7,49.1,62.5,30.2,1.55,7.02
1/12/09,0,27.5,42.2,56.9,26,0.36,11.45
1/13/09,0,27.6,44.9,62.1,27.5,0.39,14.29
1/14/09,0,24,36.6,49.2,18.2,0.51,8.91
1/15/09,0,22.5,41.8,61,23.5,0.39,14.76
1/16/09,0,25.8,39.5,53.2,21.2,1.63,9.27
1/17/09,0,25.4,35.4,45.5,19.7,1.93,6.96
1/18/09,0,40.1,53,66,45,0.79,10.2
1/19/09,0,36.8,52.8,68.9,30.1,0.59,19.61
1/20/09,0,30.7,46.8,63,24.8,1.07,15.86
1/21/09,0,23.7,38.9,54.2,25,0.36,9.91
1/22/09,0,23.4,43.3,63.1,29.4,0.26,14.43
1/23/09,0,35.9,55.3,74.7,39.8,0.63,22.45
1/24/09,0,51,63.6,76.3,54.1,1.11,15.53
1/25/09,0,39.8,46.7,53.6,33.5,1,4.82
1/26/09,0,40.3,45,49.7,37.3,1.17,4.43
1/27/09,0,44.1,53,62,49.2,0.49,4.38
1/28/09,0.15,32.7,53.2,73.7,42.4,0.3,11.87
1/29/09,0.04,24.7,34.3,43.8,26.5,0.22,4.83
1/30/09,0,24.6,39.5,54.4,28,0.18,9.38
1/31/09,0,25,43.7,62.4,25.8,0.26,15.14
2/1/09,0,28.5,49.1,69.6,27.6,0.41,20.65
2/2/09,0.43,42.2,56.2,70.1,48.2,0.55,11.68
2/3/09,0,26.6,42.8,59.1,26,0.25,13.43
2/4/09,0,27.2,47.9,68.6,25.1,0.48,20.03
2/5/09,0,30.5,43.3,56.1,21.9,1.65,11.55
2/6/09,0,32.6,50.1,67.6,39.1,0.59,15.38
2/7/09,0,48.9,61.1,73.4,51.1,0.35,16.7
2/8/09,0,46.9,61.2,75.4,51,0.41,16.77
2/9/09,0.03,48.3,60.7,73.2,54.7,0.41,13.28
2/10/09,0.25,56.7,62.4,68.1,58.3,0.85,5.95
2/11/09,0.8,48.5,61.3,74.1,58.5,0.79,10.84
2/12/09,0,38.3,54.4,70.6,37.3,0.13,18.21
2/13/09,0.02,39.2,56.5,73.7,42.1,0.52,19.98
2/14/09,0,50.3,62.4,74.4,53.1,1.1,10.75
2/15/09,0.01,49.8,57.3,64.8,43.1,2,12.54
2/16/09,0.01,41.8,54,66.2,42.2,1.2,11.27
2/17/09,0.01,41.8,48.1,54.4,36.1,2.18,7.77
2/18/09,0,48.3,58.9,69.6,57.4,1.6,5.22
2/19/09,0,42.2,62,81.9,38.5,1.77,32.03
2/20/09,0,28.4,44.9,61.3,24.6,0.4,15.13
2/21/09,0,28.4,48,67.6,31.5,0.41,18.55
2/22/09,0.09,26.4,44.7,63,33.1,0.64,9.15
2/23/09,0,26.2,42.8,59.4,22,0.61,14.11
2/24/09,0,30.9,47.5,64.1,28.4,0.86,16.69
2/25/09,0,47,60.2,73.4,52.3,1.56,15.09
2/26/09,0,61.6,69.7,77.8,58.7,2.7,17.26
2/27/09,0,63.1,71.7,80.4,60.8,2.35,17.75
2/28/09,0,50,63.8,77.7,59,0.93,13.12
3/1/09,0,29.5,45.1,60.7,23.9,1.84,13.14
3/2/09,0,24.9,41.5,58.1,20.1,0.67,12.98
3/3/09,0,25,43.2,61.4,23.3,0.76,15.31
3/4/09,0,35.5,49.7,63.9,31.1,1.36,15.66
3/5/09,0,50.4,62.7,75,50.3,1.65,17.92
3/6/09,0,56.4,69.2,82,56.3,1.24,23.71
3/7/09,0,63.6,72.8,82,58.1,2.34,22.58
3/8/09,0,64.9,73.2,81.5,60.2,2.73,22.03
3/9/09,0,65.4,73.3,81.2,61.7,1.88,18.42
3/10/09,0,65.6,73.8,82,60.8,2.09,21.47
3/11/09,0,62.6,73.2,83.9,60.2,1.47,24.79
3/12/09,0.67,39.5,53.4,67.3,44.6,0.41,4.9
3/13/09,0.92,37.8,40.4,42.9,36.7,0.47,2.31
3/14/09,2.13,37.8,39.4,40.9,37,0.45,0.97
3/15/09,0.05,40.5,43.6,46.7,42.3,0.67,1.99
3/16/09,0.02,46.3,49.9,53.6,46.4,0.55,3.71
3/17/09,0,47.5,60.2,72.9,50,0.46,14.94
3/18/09,0,39.7,53.8,68,48.1,0.21,10.5
3/19/09,0,40.5,59.1,77.8,44.9,0.27,24.44
3/20/09,0,42.9,61.1,79.3,46.3,0.63,25.24
3/21/09,0,47.6,62.3,77,46.7,1.19,20.71
3/22/09,0,47.3,63.1,78.9,49.8,0.81,21.94
3/23/09,0,48.7,64.3,79.8,54.6,0.5,21.99
3/24/09,0,62.5,70.8,79.2,58.8,2.56,18.68
3/25/09,0.91,51.9,64.9,77.8,58.6,1.09,14.77
3/26/09,1.06,48.7,60.9,73,52,0.36,10.41
3/27/09,0,52.2,62.2,72.3,57.6,0.5,7.26
3/28/09,0.15,35.8,52.9,70.1,50.3,0.16,5
3/29/09,0,33.1,45.4,57.7,32.3,0.27,9.86
3/30/09,0,35.1,52.6,70.1,35.7,0.39,19.03
3/31/09,0.2,46.9,58.7,70.5,56.7,0.89,10.97
4/1/09,0.08,36.9,53.2,69.4,39.5,0.22,18.12
4/2/09,0.26,38.8,55.4,72.1,43.1,0.44,20.36
4/3/09,0.25,39.6,55.8,72,43.9,0.07,18.35
4/4/09,0,39.9,56.3,72.8,44.3,0.04,19.1
4/5/09,0,51.5,65.9,80.3,59.5,0.24,19.05
4/6/09,0,41.8,56.2,70.5,36.5,1.73,17.03
4/7/09,0,30.2,44.9,59.6,25.2,0.54,13.29
4/8/09,0,31,48,65.1,28.8,0.47,16.82
4/9/09,0,44.7,61.9,79.2,50.8,1.58,23.46
4/10/09,0,65,70.8,76.6,63.2,1.21,11.13
4/11/09,0,46.3,60.3,74.3,45.5,1.03,18.7
4/12/09,0.01,46.5,56.5,66.4,48.8,1.62,11.22
4/13/09,1.39,52.1,61.6,71,56.8,0.05,8.82
4/14/09,0,39.5,55.4,71.3,47.1,0.09,14.08
4/15/09,0,39.8,56.6,73.5,43.9,0.06,18.98
4/16/09,0,41.3,59.2,77.1,49.7,0,20.53
4/17/09,0.05,52.8,64.8,76.7,53.1,1.05,17.85
4/18/09,2.02,58.3,62.9,67.4,58.7,0.07,7.86
4/19/09,1.25,57.3,62.4,67.5,61.8,0.01,3.21
4/20/09,0,49,61.5,73.9,51,0.25,16.58
4/21/09,0,48.8,63.4,78,46.2,0.69,24.05
4/22/09,0,49.7,68.4,87.1,51.1,0.28,34.07
4/23/09,0,60.3,74.7,89,52.9,2.11,34.66
4/24/09,0,63.9,75.5,87,58.1,0.59,32.06
4/25/09,0,65.8,72.8,79.7,64.3,0.5,14.4
4/26/09,0,67.6,75.8,84.1,64.1,2.5,21.06
4/27/09,0,68.7,75.4,82.2,63.8,2.53,18.55
4/28/09,0.73,62.2,72.8,83.4,64.4,0.25,19.09
4/29/09,0.14,64.3,69.3,74.3,67.2,0.29,4.98
4/30/09,0,64.8,74.3,83.8,64.5,0.95,18.48
5/1/09,0,66.7,73.4,80.2,68.7,0.86,11.41
5/2/09,0,69.6,77,84.5,69.1,0.9,16.28
5/3/09,0.1,66.9,76,85.2,68.3,1.08,18.05
5/4/09,0.57,59.8,69.3,78.9,62.2,0.16,12.95
5/5/09,0,60.3,68.5,76.8,60.7,0.84,13.15
5/6/09,0,66,75.8,85.5,69.7,1.18,16.42
5/7/09,0,71.8,77.9,84.1,72.1,0.12,13.84
5/8/09,0,72.7,80.8,89,72.3,0.61,19.53
5/9/09,0,70.9,80.1,89.2,70.6,0.83,21.27
5/10/09,0,69.6,79.4,89.2,70.3,0.19,22.73
5/11/09,0,67.1,78.1,89.1,70.4,0.04,22.9
5/12/09,0.4,65.6,75.1,84.6,66.5,0.34,14.65
5/13/09,0,66.2,77,87.9,70.1,0.27,19.7
5/14/09,0,70.6,80.1,89.7,69.3,0.48,24.62
5/15/09,0,67.4,76.9,86.5,68.1,0.25,19.71
5/16/09,0.02,66,77.1,88.3,68.4,0.19,21.83
5/17/09,0.53,60.6,73.2,85.9,66.3,0.2,20.22
5/18/09,0,49.4,62,74.5,51.3,0.79,15.55
5/19/09,0,48.3,62.7,77.1,46.7,0.45,22.08
5/20/09,0,50,65.1,80.1,49.2,0.6,24.71
5/21/09,0,52.4,67.3,82.3,52.9,0.59,26.5
5/22/09,0,63,73.8,84.5,62.8,1.21,21.47
5/23/09,0,65.5,73.6,81.7,65.9,0.09,14.98
